(	606 736 610 745
stock 	610 736 641 745
or 	644 736 656 745
mutual 	659 736 695 745
fund 	699 736 723 745
sales 	727 736 754 745
and 	759 736 779 745
certain 	783 736 820 745
other	823 736 851 745
transactions 	520 746 589 756
by 	592 746 606 756
brokers	609 746 650 756
)	650 746 654 756
• 	521 759 529 768
Form 	531 759 560 768
1099	565 759 590 768
-	591 759 595 768
S 	596 759 604 768
(	606 759 610 768
proceeds 	610 759 661 768
from 	666 759 690 768
real 	694 759 713 768
estate 	717 759 750 768
transactions	754 759 821 768
)	820 759 825 768
• 	521 772 530 782
Form 	531 772 559 781
1099	563 772 590 781
-	591 772 594 781
K 	595 772 603 781
(	606 772 610 781
merchant 	610 772 662 781
card 	665 772 690 781
and 	693 772 714 781
third 	717 772 741 781
party 	745 772 773 781
network 	776 772 820 781
transactions	824 772 891 781
)	891 772 894 781
• 	521 786 529 795
Form 	531 786 559 795
1098 	564 786 591 795
(	593 786 597 795
home 	597 786 628 795
mortgage 	632 786 685 795
interest	688 786 728 795
)	728 786 731 795
, 	732 786 735 795
1098	739 786 766 795
-	766 786 770 795
E 	770 786 779 795
(	781 786 784 795
student 	785 786 826 795
loan 	829 786 852 795
interest	855 786 897 795
)	895 786 900 795
,	900 786 904 795
1098	519 795 550 805
-	549 795 553 804
T 	552 795 562 804
(	562 795 568 804
tuition	566 795 603 804
)	599 795 604 804
• 	520 808 530 817
Form 	531 808 560 817
1099	563 808 591 817
-	591 808 596 817
C 	595 808 605 817
(	607 808 611 817
canceled 	611 808 660 817
debt	664 808 689 817
)	689 808 693 817
• 	521 821 530 831
Form 	531 821 559 831
1099	563 821 590 831
-	590 821 594 831
A 	593 821 603 831
(	604 821 608 831
acquisition 	608 821 666 831
or 	670 821 681 831
abandonment 	684 821 759 831
of 	762 821 773 831
secured 	776 821 819 831
property	822 821 867 831
)	866 821 870 831
Use 	532 834 559 844
Form 	559 834 588 844
W	590 834 603 844
-	603 834 607 844
9 	607 834 615 844
only 	618 834 641 844
if 	644 834 651 844
you 	653 834 674 844
are 	677 834 694 844
a 	698 834 704 844
U.S. 	708 834 731 844
person 	735 834 772 844
(	775 834 778 844
including 	779 834 829 844
a 	832 834 839 844
resident	842 834 886 844
alien	521 844 550 854
)	546 844 550 854
, 	550 844 553 854
to 	557 844 568 854
provide 	571 844 612 854
your 	615 844 641 854
correct 	643 844 682 854
TIN	685 844 704 854
.	704 844 707 854
If 	533 857 542 867
you 	543 857 564 867
do 	566 857 582 867
not 	585 857 603 867
return 	606 857 638 867
Form 	643 857 671 867
W	674 857 687 867
-	685 857 690 867
9 	689 857 697 867
to 	698 857 711 867
the 	715 857 732 867
requester 	736 857 788 867
with 	791 857 813 867
a 	816 857 823 867
TIN	827 857 845 867
, 	845 857 848 867
you 	851 857 872 867
might	875 857 907 867
be 	521 868 536 877
subject 	538 868 580 877
to 	582 868 593 877
backup 	596 868 637 877
withholding	640 868 704 877
. 	703 868 706 877
See 	710 868 732 877
What 	734 868 764 877
is 	767 868 775 877
backup 	779 868 820 877
withholding	823 868 886 877
,	887 868 891 877
later	520 878 547 884
.	544 878 548 884
Form 	789 893 814 902
W	815 893 832 902
-	831 893 837 902
9 	837 893 846 902
(	848 893 852 902
Rev. 	852 893 873 902
10-2018	875 893 917 902
)	916 893 919 902

Form	57 55 86 62
W	94 40 135 62
-	125 40 144 62
9	139 40 165 62
Request 	390 42 472 57
for 	479 42 506 57
Taxpayer	513 42 605 57
Give 	803 50 839 59
Form 	841 50 876 59
to 	880 50 895 59
the	898 50 921 59
(	56 68 63 76
Rev. 	62 68 85 76
October 	87 68 130 76
2018	131 68 158 76
)	155 68 160 76
Department 	58 79 114 88
of 	117 79 126 88
the 	128 79 144 88
Treasury	146 79 188 88
Identification 	300 60 433 73
Number 	440 60 520 73
and 	526 60 563 73
Certification	570 60 694 73
requester	806 64 872 74
. 	873 64 876 74
Do 	881 64 900 74
not	905 64 927 74
send 	805 77 839 85
to 	843 77 857 85
the 	861 77 884 85
IRS	888 77 912 85
.	913 77 915 85
Internal 	59 87 92 95
Revenue 	97 87 138 95
Service	139 87 175 95
Go 	283 86 304 96
to 	307 86 320 96
www.irs.gov/FormW9 	321 86 457 96
for 	460 86 478 96
instructions 	482 86 555 96
and 	558 86 582 96
the 	585 86 605 96
latest 	609 86 643 96
information	647 86 718 96
.	719 86 722 96
Part 	66 383 106 391
I	104 383 108 391
1 	98 100 107 109
Name 	112 100 144 109
(	146 100 150 109
as 	149 100 161 109
shown 	164 100 197 109
on 	201 100 213 109
your 	216 100 239 109
income 	243 100 279 109
tax 	283 100 299 109
return	302 100 331 109
)	330 100 334 109
. 	335 100 337 109
Name 	340 100 371 109
is 	374 100 382 109
required 	386 100 427 109
on 	430 100 443 109
this 	446 100 464 109
line	468 100 485 109
; 	485 100 488 109
do 	491 100 505 109
not 	508 100 524 109
leave 	527 100 554 109
this 	556 100 575 109
line 	579 100 596 109
blank	598 100 627 109
.	627 100 629 109
lain 	100 117 127 125
Mansfield	128 117 197 125
2 	98 130 109 139
Business 	111 130 158 139
name	162 130 190 139
/	189 130 195 139
disregarded 	193 130 254 139
entity 	257 130 285 139
name	288 130 317 139
, 	317 130 319 139
if 	322 130 330 139
different 	331 130 373 139
from 	376 130 400 139
above	403 130 434 139
3 	98 163 107 172
Check 	111 163 145 172
appropriate 	149 163 207 172
box 	210 163 230 172
for 	233 163 247 172
federal 	249 163 283 172
tax 	288 163 303 172
classification 	306 163 372 172
of 	375 163 385 172
the 	388 163 404 172
person 	407 163 442 172
whose 	445 163 478 172
name 	482 163 510 172
is 	513 163 521 172
entered 	524 163 563 172
on 	566 163 579 172
line 	582 163 600 172
1. 	604 163 613 172
Check 	615 163 649 172
only 	652 163 673 172
one 	676 163 697 172
of 	700 163 710 172
the	712 163 730 172
following 	112 173 159 181
seven 	162 173 191 181
boxes	194 173 226 181
.	226 173 229 181
4 	742 162 754 172
Exemptions 	756 162 818 172
(	820 162 824 172
codes 	824 162 856 172
apply 	859 162 887 172
only 	890 162 911 172
to	914 162 924 172
certain 	745 172 780 180
entities	782 172 819 180
, 	820 172 822 180
not 	826 172 842 180
individuals	846 172 899 180
; 	899 172 901 180
see	906 172 924 180
instructions 	743 182 804 191
on 	807 182 820 191
page 	823 182 849 191
3	850 182 858 191
)	856 182 861 191
:	861 182 865 191
Individual	126 194 177 203
/	177 194 181 203
sole 	181 194 203 203
proprietor 	205 194 255 203
or	258 194 269 203
C 	311 194 323 202
Corporation	323 194 386 202
☐	291 189 305 200
☐	409 190 423 200
☐	105 190 120 201
☐	525 189 540 200
☐	642 189 655 200
☐	105 221 119 231
S 	426 194 438 202
Corporation	436 194 501 202
Partnership	544 194 606 202
Trust	661 194 694 200
/	686 194 693 200
estate	692 194 724 200
☑	107 279 120 289
single	128 205 163 213
-	159 205 163 213
member 	162 205 205 213
LLC	207 205 228 213
Limited 	128 223 167 232
liability 	168 223 205 232
company	207 223 255 232
. 	255 223 257 232
Enter 	260 223 288 232
the 	290 223 307 232
tax 	310 223 326 232
classification 	329 223 394 232
(	397 223 399 232
C	401 223 409 232
=	409 223 414 232
C 	415 223 423 232
corporation	426 223 485 232
, 	486 223 487 232
S	490 223 498 232
=	499 223 505 232
S 	505 223 513 232
corporation	516 223 574 232
, 	575 223 577 232
P	582 223 589 232
=	589 223 594 232
Partnership	596 223 653 232
)	654 223 657 232
►	659 223 669 232
Note	127 236 155 246
: 	154 236 158 246
Check 	160 236 195 246
the 	196 236 214 246
appropriate 	216 236 275 246
box 	278 236 297 246
in 	299 236 308 246
the 	312 236 328 246
line 	331 236 349 246
above 	352 236 383 246
for 	386 236 399 246
the 	403 236 419 246
tax 	422 236 438 246
classification 	441 236 506 246
of 	510 236 520 246
the 	523 236 539 246
single	542 236 572 246
-	572 236 575 246
member 	577 236 619 246
owner	621 236 653 246
. 	653 236 655 246
Do 	662 236 677 246
not 	680 236 697 246
check	700 236 731 246
LLC 	128 247 150 255
if 	153 247 160 255
the 	162 247 178 255
LLC 	181 247 202 255
is 	206 247 213 255
classified 	217 247 263 255
as 	266 247 279 255
a 	281 247 288 255
single	291 247 321 255
-	320 247 325 255
member 	326 247 368 255
LLC 	370 247 391 255
that 	394 247 414 255
is 	417 247 426 255
disregarded 	428 247 489 255
from 	492 247 515 255
the 	518 247 535 255
owner 	539 247 570 255
unless 	573 247 605 255
the 	608 247 625 255
owner 	628 247 659 255
of 	663 247 673 255
the 	676 247 692 255
LLC 	694 247 715 255
is	718 247 727 255
another 	128 256 168 265
LLC 	171 256 192 265
that 	195 256 215 265
is 	218 256 226 265
not 	229 256 246 265
disregarded 	249 256 311 265
from 	314 256 337 265
the 	340 256 356 265
owner 	359 256 391 265
for 	394 256 407 265
U.S. 	411 256 432 265
federal 	436 256 470 265
tax 	473 256 489 265
purposes	493 256 540 265
. 	540 256 543 265
Otherwise	546 256 598 265
, 	598 256 601 265
a 	604 256 611 265
single	613 256 643 265
-	640 256 647 265
member 	648 256 690 265
LLC 	693 256 714 265
that	717 256 737 265
is 	128 267 139 275
disregarded 	139 267 200 275
from 	204 267 227 275
the 	231 267 247 275
owner 	250 267 282 275
should 	284 267 318 275
check 	321 267 352 275
the 	355 267 371 275
appropriate 	374 267 433 275
box 	436 267 456 275
for 	458 267 472 275
the 	475 267 491 275
tax 	494 267 510 275
classification 	513 267 579 275
of 	582 267 593 275
its 	596 267 608 275
owner	611 267 643 275
.	642 267 644 275
Other 	127 281 158 289
(	159 281 165 289
see 	163 281 182 289
instructions	184 281 243 289
)	242 281 246 289
5 	99 293 109 302
Address 	111 293 155 302
(	157 293 162 302
number	162 293 201 302
, 	200 293 203 302
street	207 293 235 302
, 	235 293 238 302
and 	241 293 260 302
apt	264 293 280 302
. 	281 293 283 302
or 	287 293 298 302
suite 	300 293 324 302
no	327 293 340 302
.	341 293 342 302
) 	342 293 346 302
See 	349 293 369 302
instructions	372 293 431 302
.	432 293 434 302
41 	97 310 114 319
Castle 	119 310 162 319
Street	168 310 208 319
, 	209 310 212 319
Melbourne	215 310 290 319
6 	99 323 108 331
City	112 323 133 331
, 	134 323 135 331
state	139 323 165 331
, 	165 323 166 331
and 	170 323 189 331
ZIP 	192 323 210 331
code	213 323 239 331
Derby	99 338 140 350
, 	140 338 143 350
Derbyshire	149 338 223 350
, 	224 338 227 350
DE73 	233 338 268 350
8DY	272 338 302 350
7 	97 352 107 362
List 	110 352 130 361
account 	132 352 173 361
number	176 352 215 361
(	215 352 219 361
s	218 352 224 361
) 	223 352 227 361
here 	230 352 252 361
(	255 352 259 361
optional	258 352 299 361
)	299 352 302 361
Exempt 	742 207 783 216
payee 	784 207 815 216
code 	818 207 844 216
(	845 207 849 216
if 	847 207 855 216
any	857 207 876 216
)	874 207 878 216
0	692 222 704 229
Exemption 	744 236 798 246
from 	802 236 825 246
FATCA 	829 236 865 246
reporting	869 236 914 246
code 	745 251 772 261
(	772 251 777 260
if 	777 251 784 260
any	785 251 804 260
)	802 251 807 260
(	742 281 750 287
Applies 	743 280 777 287
to 	775 280 783 287
accounts 	783 280 818 287
maintained 	820 280 860 287
outside 	862 280 888 287
the 	891 280 903 287
U.S.	904 280 921 287
)	920 280 924 287
Requester's 	637 293 698 302
name 	702 293 731 302
and 	734 293 753 302
address 	756 293 797 302
(	799 293 803 302
optional	803 293 844 302
)	843 293 846 302
Taxpayer 	147 382 219 395
Identification 	224 382 323 395
Number 	330 382 391 395
(	395 382 401 395
TIN	399 382 426 395
)	425 382 431 395
003307359702EUR	449 369 578 377
Enter 	58 398 90 408
your 	92 398 119 408
TIN 	121 398 142 408
in 	146 398 156 408
the 	159 398 178 408
appropriate 	181 398 248 408
box	252 398 275 408
. 	274 398 276 408
The 	280 398 303 408
TIN 	305 398 326 408
provided 	330 398 380 408
must 	385 398 414 408
match 	418 398 453 408
the 	457 398 475 408
name 	479 398 512 408
given 	515 398 546 408
on 	550 398 564 408
line 	568 398 589 408
1 	593 398 598 408
to 	602 398 614 408
avoid	618 398 649 408
backup 	59 409 102 420
withholding	104 409 172 420
. 	173 409 175 420
For 	180 409 199 420
individuals	203 409 263 420
, 	262 409 265 420
this 	271 409 291 420
is 	295 409 303 420
generally 	308 409 360 420
your 	363 409 389 420
social 	392 409 425 420
security 	429 409 475 420
number 	479 409 523 420
(	527 409 531 420
SSN	531 409 556 420
)	556 409 560 420
. 	561 409 563 420
However	569 409 619 420
, 	619 409 621 420
for 	626 409 642 420
a	646 409 653 420
resident 	59 421 105 431
alien	109 421 135 431
, 	136 421 138 431
sole 	143 421 167 431
proprietor	171 421 228 431
, 	228 421 230 431
or 	235 421 246 431
disregarded 	250 421 319 431
entity	323 421 355 431
, 	356 421 358 431
see 	362 421 383 431
the 	386 421 405 431
instructions 	407 421 475 431
for 	479 421 495 431
Part 	498 421 523 431
I	524 421 529 431
, 	530 421 532 431
later	536 421 562 431
. 	563 421 566 431
For 	569 421 589 431
other	592 421 622 431
entities	58 431 101 442
, 	101 431 103 442
it 	108 431 115 442
is 	119 431 128 442
your 	131 431 157 442
employer 	161 431 214 442
identification 	218 431 291 442
number 	296 431 340 442
(	343 431 347 442
EIN	346 431 367 442
)	367 431 370 442
. 	371 431 373 442
If 	376 431 385 442
you 	388 431 409 442
do 	413 431 429 442
not 	432 431 451 442
have 	455 431 482 442
a 	486 431 494 442
number	497 431 542 442
, 	540 431 544 442
see 	549 431 570 442
How 	573 431 600 442
to 	604 431 615 442
get 	617 431 636 442
a	640 431 647 442
TIN	59 443 79 452
, 	78 443 81 452
later	86 443 112 452
.	112 443 115 452
Note	57 458 89 468
: 	87 458 93 468
If 	96 458 104 468
the 	107 458 126 468
account 	128 458 176 468
is 	178 458 188 468
in 	192 458 201 468
more 	205 458 235 468
than 	239 458 264 468
one 	268 458 289 468
name	294 458 325 468
, 	326 458 328 468
see 	333 458 353 468
the 	357 458 375 468
instructions 	378 458 446 468
for 	449 458 466 468
line 	470 458 490 468
1. 	494 458 502 468
Also 	505 458 532 468
see 	536 458 556 468
What 	559 458 590 468
Name 	593 458 627 468
and	631 458 653 468
Number 	57 469 107 479
To 	109 469 123 479
Give 	126 469 153 479
the 	158 469 175 479
Requester 	179 469 239 479
for 	242 469 258 479
guidelines 	261 469 320 479
on 	323 469 338 479
whose 	341 469 379 479
number 	383 469 428 479
to 	432 469 443 479
enter	446 469 477 479
.	476 469 479 479
Part 	63 502 104 510
II	102 502 111 510
Certification	147 501 242 511
Social 	684 398 719 406
security 	722 398 765 406
number	768 398 810 406
114	684 422 743 431
03	777 422 813 430
or	677 446 694 452
Employer 	683 457 737 465
identification 	741 457 810 465
number	814 457 856 465
8275	848 422 929 431
Under 	58 517 97 527
penalties 	98 517 150 527
of 	154 517 166 527
perjury	169 517 209 527
, 	209 517 211 527
I 	216 517 220 527
certify 	223 517 258 527
that	262 517 284 527
:	284 517 287 527
1. 	58 531 69 542
The 	72 531 95 542
number 	99 531 143 542
shown 	147 531 184 542
on 	189 531 203 542
this 	207 531 227 542
form 	231 531 257 542
is 	261 531 271 542
my 	275 531 292 542
correct 	295 531 337 542
taxpayer 	340 531 391 542
identification 	394 531 468 542
number 	472 531 517 542
(	519 531 524 542
or 	523 531 536 542
I 	538 531 540 542
am 	546 531 563 542
waiting 	567 531 609 542
for 	612 531 628 542
a 	631 531 638 542
number 	643 531 687 542
to 	689 531 702 542
be 	705 531 720 542
issued 	723 531 762 542
to 	764 531 777 542
me	781 531 799 542
)	798 531 802 542
; 	802 531 804 542
and	810 531 831 542
2. 	58 543 70 555
I 	73 543 77 554
am 	79 543 97 554
not 	101 543 120 554
subject 	124 543 166 554
to 	170 543 181 554
backup 	185 543 227 554
withholding 	231 543 298 554
because	302 543 352 554
: 	349 543 353 554
(	358 543 363 554
a	361 543 369 554
) 	368 543 371 554
I 	376 543 380 554
am 	383 543 400 554
exempt 	404 543 448 554
from 	452 543 478 554
backup 	482 543 525 554
withholding	529 543 596 554
, 	597 543 599 554
or 	604 543 616 554
(	618 543 623 554
b	621 543 630 554
) 	629 543 634 554
I 	636 543 640 554
have 	644 543 672 554
not 	676 543 694 554
been 	697 543 726 554
notified 	731 543 773 554
by 	777 543 792 554
the 	795 543 813 554
Internal 	817 543 860 554
Revenue	865 543 915 554
Service 	73 554 116 565
(	119 554 123 564
IRS	123 554 143 564
) 	142 554 146 564
that 	150 554 173 564
I 	176 554 179 564
am 	183 554 201 564
subject 	205 554 247 564
to 	250 554 262 564
backup 	266 554 309 564
withholding 	313 554 379 564
as 	383 554 397 564
a 	400 554 407 564
result 	412 554 443 564
of 	447 554 459 564
a 	462 554 468 564
failure 	472 554 507 564
to 	512 554 522 564
report 	527 554 561 564
all 	565 554 577 564
interest 	582 554 624 564
or 	628 554 640 564
dividends	643 554 699 564
, 	700 554 703 564
or 	707 554 719 564
(	722 554 727 564
c	726 554 733 564
) 	732 554 737 564
the 	739 554 758 564
IRS 	761 554 783 564
has 	786 554 807 564
notified 	811 554 854 564
me 	858 554 876 564
that 	879 554 902 564
I 	905 554 907 564
am	912 554 930 564
no 	74 565 88 576
longer 	91 565 128 575
subject 	131 565 173 575
to 	177 565 189 575
backup 	192 565 235 575
withholding	239 565 306 575
; 	306 565 308 575
and	313 565 334 575
3. 	58 581 69 592
I 	73 581 76 592
am 	81 581 98 592
a 	101 581 108 592
U.S. 	112 581 136 592
citizen 	141 581 178 592
or 	182 581 193 592
other 	197 581 227 592
U.S. 	231 581 254 592
person 	260 581 299 592
(	302 581 307 592
defined 	306 581 349 592
below	353 581 388 592
)	384 581 391 592
; 	392 581 395 592
and	399 581 421 592
4. 	55 596 68 607
The 	72 596 95 607
FATCA 	99 596 139 607
code	142 596 172 607
(	171 596 175 607
s	175 596 181 607
) 	181 596 184 607
entered 	188 596 233 607
on 	237 596 251 607
this 	254 596 275 607
form 	279 596 305 607
(	308 596 313 607
if 	312 596 320 607
any	323 596 344 607
) 	342 596 347 607
indicating 	351 596 407 607
that 	410 596 433 607
I 	436 596 439 607
am 	444 596 461 607
exempt 	465 596 508 607
from 	513 596 539 607
FATCA 	544 596 584 607
reporting 	588 596 640 607
is 	643 596 654 607
correct	657 596 697 607
.	697 596 701 607
Certification 	58 611 130 622
instructions	135 611 204 622
. 	205 611 207 622
You 	211 611 232 622
must 	237 611 264 622
cross 	268 611 298 622
out 	301 611 319 622
item 	322 611 345 622
2 	349 611 356 622
above 	360 611 393 622
if 	397 611 404 622
you 	406 611 426 622
have 	430 611 456 622
been 	460 611 487 622
notified 	491 611 532 622
by 	535 611 549 622
the 	552 611 570 622
IRS 	574 611 593 622
that 	596 611 617 622
you 	620 611 641 622
are 	644 611 662 622
currently 	666 611 714 622
subject 	717 611 757 622
to 	761 611 772 622
backup 	775 611 817 622
withholding 	820 611 884 622
because	887 611 934 622
you 	58 623 78 633
have 	81 623 109 633
failed 	112 623 142 633
to 	145 623 156 633
report 	160 623 192 633
all 	196 623 208 633
interest 	212 623 252 633
and 	256 623 276 633
dividends 	280 623 333 633
on 	337 623 350 633
your 	353 623 379 633
tax 	382 623 399 633
return	402 623 434 633
. 	435 623 437 633
For 	441 623 460 633
real 	464 623 482 633
estate 	487 623 520 633
transactions	524 623 592 633
, 	592 623 594 633
item 	598 623 621 633
2 	624 623 632 633
does 	635 623 663 633
not 	667 623 684 633
apply	688 623 718 633
. 	719 623 722 633
For 	726 623 745 633
mortgage 	748 623 800 633
interest 	802 623 845 633
paid	848 623 872 633
,	873 623 878 633
acquisition 	58 633 117 644
or 	121 633 132 644
abandonment 	135 633 212 644
of 	216 633 227 644
secured 	230 633 274 644
property	277 633 325 644
, 	325 633 327 644
cancellation 	331 633 397 644
of 	401 633 412 644
debt	414 633 440 644
, 	440 633 443 644
contributions 	447 633 518 644
to 	523 633 533 644
an 	537 633 550 644
individual 	554 633 605 644
retirement 	611 633 666 644
arrangement 	669 633 739 644
(	743 633 747 644
IRA	746 633 765 644
)	765 633 769 644
, 	769 633 772 644
and 	775 633 796 644
generally	800 633 850 644
, 	848 633 852 644
payments	857 633 911 644
other 	58 645 88 655
than 	90 645 115 655
interest 	117 645 158 655
and 	162 645 183 655
dividends	186 645 239 655
, 	240 645 242 655
you 	246 645 266 655
are 	270 645 287 655
not 	291 645 308 655
required 	313 645 357 655
to 	361 645 372 655
sign 	375 645 398 655
the 	401 645 419 655
certification	423 645 487 655
, 	487 645 490 655
but 	494 645 512 655
you 	514 645 535 655
must 	539 645 566 655
provide 	570 645 611 655
your 	614 645 639 655
correct 	643 645 682 655
TIN	685 645 704 655
. 	705 645 707 655
See 	711 645 733 655
the 	736 645 753 655
instructions 	757 645 821 655
for 	825 645 840 655
Part 	843 645 866 655
II	869 645 875 655
, 	876 645 879 655
later	883 645 907 655
.	905 645 909 655
Sign	57 664 95 675
Signature 	124 669 181 679
of	181 669 194 678
Here 	56 677 98 686
U.S. 	125 680 148 688
person 	151 680 189 687
►	189 680 201 687
Jana 	206 664 275 697
Manstieldy	279 664 423 696
General 	57 700 142 714
Instructions	150 700 277 714
Section 	58 723 102 731
references 	107 723 168 731
are 	172 723 189 731
to 	193 723 204 731
the 	208 723 226 731
Internal 	230 723 273 731
Revenue 	277 723 327 731
Code 	330 723 363 731
unless 	365 723 403 731
otherwise	407 723 463 731
noted	58 734 93 742
.	92 734 96 741
Future 	59 749 101 759
developments	101 749 190 759
. 	191 749 193 759
For 	197 749 216 759
the 	220 749 238 759
latest 	241 749 273 759
information 	277 749 342 759
about 	346 749 379 759
developments	382 749 465 759
related 	59 760 99 770
to 	102 760 113 770
Form 	117 760 147 770
W	151 760 164 770
-	163 760 168 770
9 	168 760 174 770
and 	179 760 200 770
its 	204 760 218 770
instructions	222 760 288 770
, 	289 760 292 770
such 	295 760 323 770
as 	327 760 341 770
legislation 	344 760 402 770
enacted	406 760 453 770
after 	59 771 85 781
they 	88 771 113 780
were 	116 771 144 780
published	149 771 205 780
, 	205 771 208 780
go 	212 771 227 780
to 	230 771 242 780
www.irs.gov/FormW9	246 771 371 780
.	371 771 375 780
Purpose 	60 790 135 803
of 	142 790 159 803
Form	166 790 212 803
An 	55 809 81 820
individual 	78 809 132 820
or 	136 809 149 820
entity 	151 809 184 820
(	186 809 191 820
Form 	191 809 220 820
W	224 809 237 820
-	235 809 241 820
9 	241 809 249 820
requester	253 809 307 820
) 	306 809 310 820
who 	314 809 339 820
is 	343 809 352 820
required 	356 809 404 820
to 	407 809 418 820
file 	422 809 439 820
an	443 809 457 820
information 	56 821 124 830
return 	129 821 161 830
with 	166 821 189 830
the 	193 821 211 830
IRS 	215 821 235 830
must 	239 821 268 830
obtain 	272 821 308 830
your 	311 821 338 830
correct 	341 821 382 830
taxpayer	386 821 436 830
identification 	59 831 132 842
number 	136 831 181 842
(	185 831 191 842
TIN	187 831 208 842
) 	207 831 211 842
which 	214 831 249 842
may 	253 831 278 842
be 	277 831 295 842
your 	298 831 325 842
social 	328 831 362 842
security 	365 831 411 842
number	415 831 460 842
(	58 843 63 853
SSN	62 843 88 853
)	88 843 91 853
, 	93 843 95 853
individual 	100 843 153 853
taxpayer 	157 843 208 853
identification 	211 843 285 853
number 	289 843 333 853
(	336 843 340 853
ITIN	340 843 363 853
)	363 843 367 853
, 	368 843 370 853
adoption	375 843 426 853
taxpayer 	59 853 108 864
identification 	112 853 185 864
number 	190 853 234 864
(	237 853 241 864
ATIN	241 853 269 864
)	269 853 273 864
, 	273 853 276 864
or 	281 853 292 864
employer 	296 853 350 864
identification 	354 853 427 864
number	431 853 476 864
(	56 864 63 875
EIN	61 864 82 874
)	81 864 86 874
, 	86 864 89 874
to 	93 864 105 874
report 	108 864 143 874
on 	146 864 161 874
an 	165 864 179 874
information 	183 864 247 874
return 	252 864 285 874
the 	289 864 307 874
amount 	311 864 356 874
paid 	359 864 384 874
to 	387 864 399 874
you	402 864 423 874
, 	425 864 427 874
or 	431 864 443 874
other	447 864 477 874
amount 	58 876 104 887
reportable 	106 876 166 886
on 	169 876 183 886
an 	187 876 201 886
information 	205 876 269 886
return	275 876 307 886
. 	309 876 311 886
Examples 	315 876 372 886
of 	375 876 388 886
information	391 876 455 886
returns 	59 888 100 897
include	104 888 145 897
, 	146 888 148 897
but 	152 888 172 897
are 	175 888 193 897
not 	197 888 216 897
limited 	219 888 257 897
to	261 888 272 897
, 	273 888 275 897
the 	280 888 298 897
following	302 888 354 897
.	355 888 357 897
• 	58 902 67 912
Form 	69 902 99 912
1099	103 902 132 912
-	132 902 136 912
INT 	138 902 158 912
(	161 902 164 912
interest 	163 902 207 912
earned 	211 902 251 912
or 	254 902 266 912
paid	269 902 295 912
)	294 902 298 912
Cat	378 934 397 941
. 	397 934 399 940
No. 	402 934 420 940
10231X	424 934 463 940
Date 	628 681 660 686
►	656 681 668 686
14.11.2004	689 668 869 687
,	876 668 879 686
• 	514 700 522 711
Form 	525 700 554 710
1099	558 700 588 710
-	588 700 592 710
DIV 	593 700 614 710
(	616 700 620 710
dividends	620 700 676 710
, 	677 700 680 710
including 	684 700 736 710
those 	739 700 772 710
from 	776 700 802 710
stocks 	806 700 844 710
or 	848 700 860 710
mutual	863 700 903 710
funds	512 711 548 721
)	542 711 550 721
• 	514 727 522 737
Form 	525 726 555 736
1099	558 726 587 736
-	588 726 592 736
MISC 	592 726 625 736
(	628 726 632 736
various 	632 726 673 736
types 	677 726 710 736
of 	713 726 725 736
income	728 726 771 736
, 	771 726 773 736
prizes	778 726 813 736
, 	813 726 815 736
awards	820 726 862 736
, 	863 726 865 736
or 	870 726 882 736
gross	886 726 917 736
proceeds	513 738 570 748
)	565 738 572 748
• 	514 752 523 762
Form 	525 752 555 762
1099	559 752 588 762
-	588 752 593 762
B 	593 752 602 762
(	604 752 609 762
stock 	609 752 641 762
or 	644 752 656 762
mutual 	661 752 699 762
fund 	703 752 729 762
sales 	733 752 762 762
and 	766 752 788 762
certain 	792 752 831 762
other	836 752 866 762
transactions 	514 764 585 774
by 	589 764 604 774
brokers	608 764 651 774
)	650 764 654 774
• 	514 778 523 788
Form 	525 778 555 788
1099	559 778 588 788
-	588 778 593 788
S 	593 778 602 788
(	605 778 608 788
proceeds 	609 778 663 788
from 	667 778 693 788
real 	697 778 719 788
estate 	722 778 757 788
transactions	761 778 833 788
)	832 778 836 788
• 	513 793 523 803
Form 	525 793 556 803
1099	559 793 589 803
-	588 793 593 803
K 	593 793 603 803
(	604 793 608 803
merchant 	610 793 663 803
card 	667 793 694 803
and 	697 793 719 803
third 	723 793 749 803
party 	753 793 782 803
network 	786 793 833 803
transactions	836 793 907 803
)	906 793 910 803
• 	514 808 523 818
Form 	525 808 555 818
1098 	559 808 588 818
(	591 808 596 818
home 	595 808 628 818
mortgage 	632 808 687 818
interest	691 808 735 818
)	733 808 737 818
, 	738 808 741 818
1098	746 808 773 818
-	774 808 779 818
E 	779 808 787 818
(	790 808 794 818
student 	794 808 838 818
loan 	841 808 866 818
interest	869 808 913 818
)	911 808 915 818
,	917 808 920 818
1098	512 819 544 830
-	544 819 548 830
T 	547 819 558 830
(	558 819 563 830
tuition	563 819 599 830
)	598 819 602 830
• 	514 834 523 844
Form 	525 834 555 844
1099	559 834 588 844
-	589 834 593 844
C 	592 834 602 844
(	605 834 609 844
canceled 	609 834 662 844
debt	665 834 692 844
)	691 834 695 844
• 	513 849 523 859
Form 	524 849 555 859
1099	557 849 587 859
-	586 849 590 859
A 	590 849 601 859
(	603 849 607 859
acquisition 	607 849 668 859
or 	672 849 684 859
abandonment 	686 849 766 859
of 	769 849 781 859
secured 	785 849 830 859
property	834 849 883 859
)	882 849 886 859
Use 	526 863 552 874
Form 	555 863 584 874
W	588 863 601 874
-	601 863 605 874
9 	605 863 613 874
only 	617 863 640 874
if 	644 863 651 874
you 	654 863 676 874
