or 	120 634 131 645
abandonment 	134 634 211 645
of 	215 634 226 645
secured 	229 634 272 645
property	276 634 323 645
, 	321 634 324 645
cancellation 	329 634 395 645
of 	399 634 410 645
debt	413 634 439 645
, 	439 634 441 645
contributions 	445 634 517 645
to 	521 634 532 645
an 	535 634 548 645
individual 	553 634 604 645
retirement 	609 634 664 645
arrangement 	668 634 738 645
(	739 634 744 645
IRA	743 634 765 645
)	762 634 766 645
, 	768 634 771 645
and 	774 634 795 645
generally	799 634 849 645
, 	849 634 851 645
payments	856 634 910 645
other 	56 645 86 655
than 	89 645 113 655
interest 	116 645 157 655
and 	161 645 181 655
dividends	185 645 238 655
, 	239 645 241 655
you 	244 645 264 655
are 	268 645 286 655
not 	289 645 307 655
required 	311 645 356 655
to 	360 645 370 655
sign 	374 645 396 655
the 	400 645 417 655
certification	421 645 485 655
, 	486 645 488 655
but 	491 645 510 655
you 	513 645 533 655
must 	537 645 565 655
provide 	569 645 610 655
your 	613 645 638 655
correct 	641 645 680 655
TIN	683 645 703 655
. 	704 645 705 655
See 	710 645 731 655
the 	734 645 752 655
instructions 	755 645 819 655
for 	823 645 838 655
Part 	841 645 864 655
II	868 645 873 655
, 	875 645 877 655
later	880 645 906 655
.	906 645 908 655
Signature 	122 670 179 678
of	179 670 192 678
Sign	54 664 92 676
Here 	54 677 96 686
U.S. 	123 680 146 688
person 	149 680 188 687
►	188 680 199 687
Charlotte 	215 673 326 693
Stuckey	336 673 445 693
General 	55 700 140 714
Instructions	148 700 275 714
Section 	56 724 100 731
references 	104 724 165 731
are 	169 724 186 731
to 	191 724 202 731
the 	206 724 224 731
Internal 	227 724 270 731
Revenue 	275 724 325 731
Code 	328 724 360 731
unless 	363 724 401 731
otherwise	405 724 461 731
noted	55 734 91 742
.	89 734 93 741
Future 	56 750 97 759
developments	99 750 187 759
. 	188 750 190 759
For 	195 750 215 759
the 	218 750 235 759
latest 	239 750 271 759
information 	273 750 340 759
about 	344 750 377 759
developments	379 750 463 759
related 	57 760 97 770
to 	100 760 111 770
Form 	115 760 144 770
W	149 760 161 770
-	161 760 165 770
9 	165 760 173 770
and 	176 760 198 770
its 	202 760 215 770
instructions	219 760 286 770
, 	287 760 289 770
such 	293 760 321 770
as 	325 760 338 770
legislation 	342 760 400 770
enacted	403 760 451 770
after 	56 771 84 781
they 	86 771 112 781
were 	113 771 142 781
published	146 771 203 781
, 	203 771 205 781
go 	210 771 224 781
to 	226 771 240 781
www.irs.gov/FormW9	243 771 368 781
.	369 771 372 781
Purpose 	57 790 133 803
of 	140 790 158 803
Form	165 790 211 803
An 	54 809 78 820
individual 	76 809 130 820
or 	134 809 146 820
entity 	149 809 182 820
(	184 809 188 820
Form 	188 809 218 820
W	222 809 234 820
-	234 809 238 820
9 	239 809 246 820
requester	250 809 305 820
) 	304 809 308 820
who 	311 809 337 820
is 	341 809 349 820
required 	353 809 402 820
to 	405 809 416 820
file 	420 809 436 820
an	440 809 454 820
information 	54 821 121 831
return 	127 821 159 831
with 	163 821 187 831
the 	191 821 209 831
IRS 	212 821 233 831
must 	237 821 265 831
obtain 	270 821 306 831
your 	308 821 336 831
correct 	338 821 379 831
taxpayer	383 821 433 831
identification 	55 831 130 842
number 	135 831 178 842
(	181 831 188 842
TIN	185 831 205 842
) 	205 831 209 842
which 	213 831 246 842
may 	251 831 275 842
be 	277 831 293 842
your 	296 831 323 842
social 	326 831 359 842
security 	363 831 409 842
number	413 831 457 842
(	55 843 61 853
SSN	60 843 86 853
)	85 843 89 853
, 	90 843 93 853
individual 	97 843 150 853
taxpayer 	155 843 206 853
identification 	210 843 282 853
number 	287 843 331 853
(	334 843 338 853
ITIN	338 843 361 853
)	361 843 364 853
, 	365 843 368 853
adoption	372 843 424 853
taxpayer 	56 853 107 864
identification 	109 853 183 864
number 	188 853 232 864
(	235 853 239 864
ATIN	238 853 266 864
)	267 853 271 864
, 	271 853 273 864
or 	278 853 290 864
employer 	293 853 348 864
identification 	351 853 425 864
number	429 853 474 864
(	55 865 60 875
EIN	60 865 80 875
)	78 865 83 875
, 	84 865 87 875
to 	91 865 102 875
report 	107 865 141 875
on 	145 865 159 875
an 	163 865 177 875
information 	181 865 245 875
return 	250 865 284 875
the 	287 865 306 875
amount 	309 865 353 875
paid 	357 865 382 875
to 	384 865 397 875
you	401 865 422 875
, 	423 865 425 875
or 	429 865 441 875
other	445 865 476 875
amount 	56 877 101 886
reportable 	104 877 163 886
on 	168 877 182 886
an 	185 877 199 886
information 	203 877 268 886
return	273 877 306 886
. 	307 877 309 886
Examples 	313 877 370 886
of 	373 877 386 886
information	389 877 454 886
returns 	56 888 97 897
include	101 888 142 897
, 	143 888 146 897
but 	150 888 169 897
are 	172 888 191 897
not 	195 888 213 897
limited 	217 888 254 897
to	258 888 270 897
, 	271 888 273 897
the 	277 888 296 897
following	299 888 352 897
.	352 888 356 897
• 	56 902 64 912
Form 	67 902 97 912
1099	101 902 130 912
-	130 902 134 912
INT 	133 902 155 912
(	158 902 161 912
interest 	162 902 205 912
earned 	208 902 248 912
or 	252 902 264 912
paid	267 902 292 912
)	292 902 295 912
Cat	375 935 395 942
. 	395 935 398 942
No. 	399 935 418 942
10231X	421 935 460 942
Date 	626 681 658 687
►	653 681 665 687
0109/2009	703 671 851 696
• 	512 701 520 711
Form 	523 700 552 711
1099	556 700 585 711
-	586 700 590 711
DIV 	590 700 612 711
(	614 700 618 711
dividends	619 700 673 711
, 	674 700 677 711
including 	681 700 734 711
those 	737 700 770 711
from 	773 700 800 711
stocks 	804 700 842 711
or 	846 700 858 711
mutual	861 700 901 711
funds	509 712 546 722
)	539 712 548 722
• 	512 727 520 737
Form 	523 727 552 737
1099	556 727 585 737
-	585 727 589 737
MISC 	590 727 623 737
(	626 727 630 737
various 	630 727 671 737
types 	675 727 707 737
of 	711 727 723 737
income	726 727 768 737
, 	769 727 771 737
prizes	776 727 810 737
, 	811 727 813 737
awards	818 727 860 737
, 	861 727 863 737
or 	868 727 880 737
gross	883 727 915 737
proceeds	510 738 567 748
)	563 738 570 748
• 	512 753 520 763
Form 	522 753 553 763
1099	556 753 586 763
-	586 753 590 763
B 	591 753 600 763
(	602 753 607 763
stock 	607 753 639 763
or 	642 753 654 763
mutual 	658 753 697 763
fund 	700 753 727 763
sales 	730 753 760 763
and 	764 753 785 763
certain 	789 753 829 763
other	833 753 864 763
transactions 	512 764 584 774
by 	586 764 602 774
brokers	605 764 649 774
)	647 764 652 774
• 	512 779 520 789
Form 	523 779 553 789
1099	556 779 586 789
-	586 779 591 789
S 	590 779 600 789
(	602 779 606 789
proceeds 	607 779 661 789
from 	665 779 691 789
real 	695 779 715 789
estate 	720 779 756 789
transactions	758 779 830 789
)	830 779 834 789
• 	512 794 519 804
Form 	523 794 553 804
1099	556 794 586 804
-	586 794 590 804
K 	590 794 600 804
(	602 794 606 804
merchant 	607 794 662 804
card 	665 794 691 804
and 	694 794 717 804
third 	720 794 747 804
party 	750 794 780 804
network 	784 794 831 804
transactions	834 794 905 804
)	905 794 908 804
• 	512 808 520 819
Form 	523 808 553 819
1098 	556 808 586 819
(	589 808 593 819
home 	593 808 625 819
mortgage 	629 808 685 819
interest	689 808 733 819
)	731 808 735 819
, 	736 808 739 819
1098	743 808 772 819
-	772 808 776 819
E 	777 808 785 819
(	787 808 791 819
student 	792 808 836 819
loan 	840 808 864 819
interest	868 808 911 819
)	910 808 914 819
,	914 808 917 819
1098	510 819 543 830
-	542 819 546 830
T 	545 819 556 830
(	556 819 562 830
tuition	560 819 597 830
)	594 819 599 830
• 	512 834 520 845
Form 	523 834 553 845
1099	556 834 586 845
-	586 834 590 845
C 	590 834 600 845
(	603 834 607 845
canceled 	607 834 660 845
debt	663 834 689 845
)	689 834 692 845
• 	511 849 520 860
Form 	522 849 552 860
1099	555 849 585 860
-	584 849 588 860
A 	588 849 598 860
(	601 849 605 860
acquisition 	604 849 665 860
or 	669 849 681 860
abandonment 	685 849 764 860
of 	767 849 780 860
secured 	782 849 828 860
property	832 849 880 860
)	880 849 884 860
Use 	524 864 550 875
Form 	553 864 581 875
W	586 864 599 875
-	598 864 602 875
9 	603 864 611 875
only 	615 864 639 875
if 	642 864 649 875
you 	651 864 673 875
are 	677 864 695 875
a 	699 864 705 875
U.S. 	710 864 734 875
person 	738 864 778 875
(	781 864 785 875
including 	785 864 838 875
a 	842 864 849 875
resident	853 864 899 875
alien	512 876 539 886
)	537 876 542 886
, 	543 876 546 886
to 	550 876 561 886
provide 	565 876 609 886
your 	612 876 638 886
correct 	642 876 683 886
TIN	686 876 707 886
.	707 876 710 886
If 	524 890 534 900
you 	534 890 557 900
do 	559 890 576 900
not 	579 890 599 900
return 	601 890 636 900
Form 	640 890 669 900
W	673 890 686 900
-	685 890 690 900
9 	691 890 699 900
to 	701 890 713 900
the 	717 890 735 900
requester 	739 890 795 900
with 	798 890 821 900
a 	825 890 832 900
TIN	836 890 856 900
, 	856 890 859 900
you 	862 890 884 900
might	888 890 921 900
be 	512 901 527 911
subject 	530 901 573 911
to 	577 901 588 911
backup 	592 901 634 911
withholding	638 901 705 911
. 	705 901 708 911
See 	712 901 735 911
What 	738 901 769 911
is 	772 901 782 911
backup 	786 901 829 911
withholding	833 901 900 911
,	900 901 903 911
later	511 913 539 920
.	537 913 541 920
Form 	796 932 822 942
W	824 932 841 942
-	841 932 847 942
9 	846 932 857 942
(	860 932 863 942
Rev. 	864 932 885 942
10-2018	889 932 932 942
)	932 932 934 942

11	22 3 33 7
Form	78 80 105 86
W	112 66 154 87
-	145 66 162 87
9	159 66 184 87
Request 	408 68 489 82
for 	497 68 523 82
Taxpayer	530 68 622 82
Give 	818 76 857 84
Form 	856 76 892 84
to 	896 76 911 84
the	914 76 937 84
(	77 92 84 100
Rev. 	82 92 105 100
October 	107 92 149 100
2018	151 92 176 100
)	176 92 180 100
Identification 	319 85 450 97
Number 	459 85 536 97
and 	544 85 578 97
Certification	585 85 710 97
Department 	78 102 134 110
of 	137 102 145 110
the 	148 102 164 110
Treasury	165 102 208 110
requester	822 89 888 98
. 	888 89 890 98
Do 	896 89 916 98
not	920 89 943 98
send 	821 101 856 108
to 	859 101 873 108
the 	877 101 900 108
IRS	904 101 928 108
.	929 101 931 108
Internal 	78 110 113 116
Revenue 	116 110 157 116
Service	160 110 194 116
Go 	304 110 324 119
to 	326 110 339 119
www.irs.gov/FormW9 	339 110 474 119
for 	478 110 496 119
instructions 	499 110 571 119
and 	576 110 598 119
the 	602 110 622 119
latest 	625 110 660 119
information	663 110 734 119
.	735 110 738 119
1 	119 123 127 131
Name 	132 122 164 131
(	165 122 169 131
as 	168 122 180 131
shown 	183 122 216 131
on 	220 122 232 131
your 	235 122 258 131
income 	261 122 298 131
tax 	301 122 317 131
return	321 122 349 131
)	349 122 353 131
. 	353 122 355 131
Name 	358 122 388 131
is 	392 122 400 131
required 	403 122 444 131
on 	448 122 461 131
this 	464 122 481 131
line	485 122 502 131
; 	503 122 505 131
do 	508 122 521 131
not 	525 122 541 131
leave 	543 122 571 131
this 	574 122 592 131
line 	595 122 613 131
blank	615 122 644 131
.	643 122 645 131
POLO 	121 138 161 145
RES	167 138 195 145
.	196 138 199 145
2 	118 150 130 158
Business 	131 150 179 158
name	182 150 210 158
/	209 150 214 158
disregarded 	214 150 274 158
entity 	277 150 305 158
name	308 150 337 158
, 	337 150 339 158
if 	342 150 349 158
different 	351 150 393 158
from 	397 150 419 158
above	422 150 453 158
3 	119 179 129 188
Check 	132 179 167 188
appropriate 	170 179 227 188
box 	231 179 250 188
for 	253 179 267 188
federal 	270 179 303 188
tax 	307 179 323 188
classification 	325 179 390 188
of 	394 179 404 188
the 	407 179 423 188
person 	426 179 461 188
whose 	464 179 497 188
name 	501 179 528 188
is 	532 179 539 188
entered 	543 179 581 188
on 	585 179 597 188
line 	600 179 618 188
1. 	622 179 630 188
Check 	632 179 667 188
only 	670 179 691 188
one 	693 179 714 188
of 	717 179 728 188
the	729 179 747 188
following 	134 189 179 197
seven 	183 189 212 197
boxes	215 189 245 197
.	246 189 249 197
4 	761 179 769 188
Exemptions 	774 179 834 188
(	836 179 840 188
codes 	840 179 872 188
apply 	875 179 903 188
only 	906 179 928 188
to	929 179 939 188
certain 	761 188 796 195
entities	798 188 835 195
, 	836 188 838 195
not 	842 188 859 195
individuals	862 188 914 195
; 	915 188 917 195
see	922 188 940 195
instructions 	762 198 822 206
on 	824 198 837 206
page 	840 198 866 206
3	868 198 876 206
)	874 198 878 206
:	878 198 881 206
☐	127 206 141 216
Individual	149 210 197 218
/	197 210 202 218
sole 	201 210 225 218
proprietor 	226 210 276 218
or	279 210 289 218
✔ 	313 206 328 216
C 	333 206 343 216
Corporation	345 206 405 216
single	149 219 186 227
-	180 219 183 227
member 	183 219 226 227
LLC	229 219 249 227
☐	661 204 675 214
☐	127 232 142 243
☑	311 204 324 214
☐	426 204 440 214
☐	543 204 557 214
S 	446 208 456 216
Corporation	456 208 518 216
Partnership	563 208 624 216
Trust	678 208 708 214
/	704 208 710 214
estate	709 208 741 214
Exempt 	759 221 800 230
payee 	801 221 832 230
code 	835 221 860 230
(	861 221 865 230
if 	863 221 871 230
any	873 221 892 230
)	890 221 895 230
Limited 	149 236 189 244
liability 	190 236 226 244
company	228 236 275 244
. 	276 236 277 244
Enter 	281 236 308 244
the 	311 236 327 244
tax 	330 236 346 244
classification 	348 236 414 244
(	417 236 419 244
C	420 236 428 244
=	428 236 434 244
C 	434 236 443 244
corporation	446 236 503 244
, 	504 236 506 244
S	509 236 517 244
=	518 236 523 244
S 	524 236 531 244
corporation	535 236 593 244
, 	594 236 596 244
P	599 236 606 244
=	607 236 613 244
Partnership	613 236 671 244
) 	671 236 674 244
► 	678 236 687 244
C	709 235 722 242
☐	128 285 142 296
Note	148 248 177 257
: 	175 248 179 257
Check 	182 248 215 257
the 	217 248 233 257
appropriate 	237 248 295 257
box 	298 248 317 257
in 	320 248 329 257
the 	332 248 348 257
line 	350 248 369 257
above 	371 248 403 257
for 	406 248 420 257
the 	422 248 439 257
tax 	441 248 458 257
classification 	460 248 525 257
of 	529 248 539 257
the 	541 248 558 257
single	560 248 590 257
-	591 248 594 257
member 	595 248 637 257
owner	640 248 672 257
. 	672 248 674 257
Do 	679 248 695 257
not 	698 248 715 257
check	718 248 748 257
LLC 	150 257 171 265
if 	173 257 184 265
the 	183 257 199 265
LLC 	202 257 223 265
is 	226 257 233 265
classified 	236 257 283 265
as 	287 257 298 265
a 	302 257 308 265
single	311 257 340 265
-	341 257 344 265
member 	346 257 387 265
LLC 	390 257 411 265
that 	414 257 433 265
is 	437 257 444 265
disregarded 	447 257 508 265
from 	512 257 534 265
the 	537 257 553 265
owner 	557 257 588 265
unless 	591 257 623 265
the 	627 257 643 265
owner 	646 257 677 265
of 	681 257 690 265
the 	694 257 710 265
LLC 	712 257 733 265
is	737 257 745 265
another 	150 266 188 275
LLC 	192 266 212 274
that 	215 266 234 274
is 	237 266 246 274
not 	249 266 267 274
disregarded 	270 266 330 274
from 	333 266 356 274
the 	359 266 375 274
owner 	379 266 409 274
for 	413 266 427 274
U.S. 	430 266 451 274
federal 	455 266 488 274
tax 	492 266 508 274
purposes	511 266 558 274
. 	559 266 560 274
Otherwise	564 266 616 274
, 	616 266 618 274
a 	622 266 628 274
single	631 266 661 274
-	660 266 665 274
member 	666 266 707 274
LLC 	710 266 731 274
that	734 266 754 274
is 	149 276 158 284
disregarded 	160 276 221 284
from 	225 276 248 284
the 	251 276 267 284
owner 	270 276 301 284
should 	304 276 338 284
check 	342 276 372 284
the 	375 276 390 284
appropriate 	394 276 452 284
box 	456 276 475 284
for 	478 276 491 284
the 	494 276 511 284
tax 	513 276 530 284
classification 	532 276 597 284
of 	600 276 611 284
its 	614 276 625 284
owner	628 276 660 284
.	661 276 665 284
Other 	149 289 180 297
(	180 289 185 297
see 	185 289 204 297
instructions	207 289 265 297
)	262 289 267 297
5 	121 301 132 309
Address 	133 301 177 309
(	179 301 183 309
number	183 301 222 309
, 	222 301 224 309
street	228 301 256 309
, 	257 301 259 309
and 	262 301 281 309
apt	285 301 301 309
. 	302 301 303 309
or 	308 301 318 309
suite 	321 301 345 309
no	348 301 361 309
.	361 301 363 309
) 	363 301 367 309
See 	370 301 390 309
instructions	393 301 452 309
.	452 301 454 309
17 	120 315 136 325
Prenton 	141 315 195 325
Road 	200 315 236 325
West	239 315 276 325
, 	274 315 278 325
Prenton	283 315 336 325
6 	122 329 131 336
City	134 329 156 336
, 	155 329 157 336
state	161 329 187 336
, 	187 329 189 336
and 	193 329 212 336
ZIP 	214 329 232 336
code	235 329 261 336
Wirral	121 343 160 354
, 	162 343 165 353
Merseyside	170 343 249 353
, 	249 343 253 353
CH42 	257 343 295 353
9PL	298 343 325 353
7 	119 355 130 364
List 	133 355 155 364
account 	155 355 196 364
number	199 355 238 364
(	237 355 240 364
s	240 355 246 364
) 	245 355 248 364
here 	252 355 274 364
(	276 355 280 364
optional	280 355 321 364
)	319 355 323 364
Requester's 	656 300 718 309
name 	720 300 748 309
and 	752 300 771 309
address 	774 300 815 309
(	817 300 822 309
optional	821 300 861 309
)	861 300 864 309
Exemption 	762 248 816 257
from 	819 248 842 257
FATCA 	846 248 882 257
reporting	886 248 930 257
code 	762 261 795 270
(	788 261 796 269
if 	793 261 803 269
any	802 261 823 269
)	819 261 825 269
(	760 288 766 295
Applies 	762 288 794 294
to 	792 288 801 294
accounts 	801 288 835 294
maintained 	837 288 878 294
outside 	879 288 907 294
the 	908 288 920 294
U.S.	922 288 938 294
)	937 288 941 294
Part 	89 384 130 392
I	126 384 132 391
Taxpayer 	170 383 242 395
Identification 	247 383 346 395
Number 	352 383 412 395
(	416 383 421 395
TIN	421 383 447 395
)	447 383 452 395
014941949832EUR	469 371 598 378
Enter 	82 397 113 407
your 	115 397 141 407
TIN 	145 397 164 407
in 	168 397 178 407
the 	182 397 200 407
appropriate 	204 397 270 407
box	274 397 296 407
. 	296 397 298 407
The 	302 397 324 407
TIN 	327 397 348 407
provided 	352 397 402 407
must 	406 397 435 407
match 	439 397 474 407
the 	478 397 496 407
name 	500 397 532 407
given 	535 397 566 407
on 	570 397 584 407
line 	587 397 608 407
1 	612 397 618 407
to 	622 397 634 407
avoid	637 397 669 407
backup 	82 407 125 417
withholding	127 407 195 417
. 	196 407 199 417
For 	202 407 222 417
individuals	225 407 286 417
, 	286 407 289 417
this 	293 407 314 417
is 	317 407 326 417
generally 	330 407 382 417
your 	384 407 411 417
social 	414 407 447 417
security 	451 407 497 417
number 	500 407 544 417
(	547 407 552 417
SSN	551 407 577 417
)	577 407 581 417
. 	581 407 583 417
However	587 407 639 417
, 	640 407 642 417
for 	647 407 662 417
a	666 407 673 417
resident 	83 419 128 428
alien	132 419 158 428
, 	160 419 162 428
sole 	166 419 190 428
proprietor	193 419 251 428
, 	251 419 253 428
or 	257 419 270 428
disregarded 	272 419 342 428
entity	345 419 377 428
, 	377 419 379 428
see 	384 419 404 428
the 	408 419 426 428
instructions 	430 419 496 428
for 	500 419 516 428
Part 	519 419 543 428
I	546 419 550 428
, 	550 419 552 428
later	555 419 582 428
. 	581 419 584 428
For 	590 419 609 428
other	612 419 643 428
entities	82 428 124 438
, 	124 428 127 438
it 	130 428 138 438
is 	142 428 150 438
your 	154 428 180 438
employer 	183 428 236 438
identification 	240 428 313 438
number 	317 428 361 438
(	365 428 369 438
EIN	368 428 388 438
)	389 428 393 438
. 	393 428 395 438
If 	394 428 407 438
you 	409 428 431 438
do 	435 428 450 438
not 	454 428 472 438
have 	476 428 503 438
a 	507 428 514 438
number	518 428 562 438
, 	562 428 565 438
see 	569 428 590 438
How 	593 428 620 438
to 	624 428 634 438
get 	638 428 656 438
a	660 428 666 438
TIN	83 439 102 447
, 	101 439 105 447
later	109 439 135 447
.	135 439 138 447
Social 	703 397 738 405
security 	741 397 785 405
number	788 397 829 405
or	697 441 715 447
Note	81 453 114 462
: 	111 453 117 462
If 	120 453 128 462
the 	130 453 149 462
account 	152 453 199 462
is 	202 453 212 462
in 	215 453 225 462
more 	229 453 259 462
than 	261 453 287 462
one 	291 453 312 462
name	317 453 348 462
, 	349 453 351 462
see 	355 453 375 462
the 	379 453 397 462
instructions 	401 453 468 462
for 	472 453 487 462
line 	491 453 511 462
1. 	515 453 524 462
Also 	527 453 553 462
see 	558 453 578 462
What 	581 453 612 462
Name 	614 453 649 462
and	651 453 674 462
Number 	81 463 131 472
To 	133 463 148 472
Give 	149 463 177 472
the 	181 463 199 472
Requester 	202 463 262 472
for 	265 463 281 472
guidelines 	284 463 343 472
on 	346 463 361 472
whose 	364 463 402 472
number 	405 463 450 472
to 	453 463 465 472
enter	468 463 498 472
.	498 463 500 472
Employer 	703 451 757 460
identification 	760 451 831 460
number	834 451 875 460
02	704 475 741 482
0762835	774 474 927 483
Part 	88 494 130 501
II	127 494 135 501
Certification	172 493 266 502
Under 	83 507 121 517
penalties 	123 507 174 517
of 	179 507 190 517
perjury	193 507 233 517
, 	233 507 235 517
I 	240 507 243 517
certify 	247 507 282 517
that	286 507 308 517
:	307 507 310 517
1. 	83 521 94 531
The 	97 521 120 531
number 	124 521 168 531
shown 	171 521 209 531
on 	213 521 227 531
this 	232 521 251 531
form 	255 521 281 531
is 	285 521 295 531
my 	299 521 316 531
correct 	320 521 360 531
taxpayer 	364 521 414 531
identification 	418 521 491 531
number 	495 521 539 531
(	542 521 546 531
or 	546 521 557 531
I 	560 521 564 531
am 	568 521 586 531
waiting 	589 521 630 531
for 	634 521 651 531
a 	653 521 661 531
number 	665 521 709 531
to 	712 521 723 531
be 	727 521 742 531
issued 	746 521 783 531
to 	787 521 798 531
me	802 521 820 531
)	819 521 823 531
; 	824 521 826 531
and	830 521 853 531
2. 	83 531 95 542
I 	98 531 102 542
am 	105 531 124 542
not 	127 531 145 542
subject 	148 531 192 542
to 	195 531 207 542
backup 	210 531 253 542
withholding 	256 531 323 542
because	325 531 376 542
: 	376 531 379 542
(	381 531 386 542
a	386 531 394 542
) 	392 531 396 542
I 	399 531 403 542
am 	406 531 424 542
exempt 	428 531 472 542
from 	475 531 502 542
backup 	505 531 549 542
withholding	552 531 618 542
, 	619 531 621 542
or 	626 531 638 542
(	640 531 644 542
b	644 531 652 542
) 	651 531 655 542
I 	659 531 662 542
have 	666 531 694 542
not 	698 531 716 542
been 	720 531 748 542
notified 	753 531 795 542
by 	799 531 813 542
the 	816 531 836 542
Internal 	839 531 881 542
Revenue	886 531 936 542
Service 	98 542 142 551
(	145 542 148 551
IRS	149 542 169 551
) 	168 542 173 551
that 	176 542 198 551
I 	202 542 204 551
am 	209 542 226 551
subject 	230 542 272 551
to 	276 542 287 551
backup 	291 542 333 551
withholding 	336 542 404 551
as 	407 542 421 551
a 	424 542 431 551
result 	436 542 467 551
of 	471 542 483 551
a 	485 542 492 551
failure 	496 542 531 551
to 	534 542 546 551
report 	550 542 584 551
all 	588 542 600 551
interest 	604 542 647 551
or 	651 542 663 551
dividends	665 542 722 551
, 	723 542 725 551
or 	729 542 741 551
(	743 542 747 551
c	747 542 755 551
) 	754 542 758 551
the 	761 542 780 551
IRS 	782 542 804 551
has 	807 542 829 551
notified 	832 542 875 551
me 	879 542 897 551
that 	900 542 923 551
I 	926 542 928 551
am	933 542 952 551
no 	99 552 113 562
longer 	117 552 153 561
subject 	157 552 198 561
to 	201 552 213 561
backup 	217 552 260 561
withholding	264 552 330 561
; 	330 552 333 561
and	336 552 359 561
3. 	83 567 94 577
I 	98 567 101 577
am 	105 567 123 577
a 	126 567 134 577
U.S. 	137 567 160 577
citizen 	165 567 202 577
or 	206 567 219 577
other 	221 567 252 577
U.S. 	254 567 279 577
person 	283 567 323 577
(	326 567 331 577
defined 	330 567 374 577
below	377 567 412 577
)	411 567 415 577
; 	415 567 417 577
and	421 567 444 577
4. 	82 581 95 591
The 	98 581 121 591
FATCA 	124 581 166 591
code	168 581 198 591
(	196 581 201 591
s	201 581 208 591
) 	206 581 210 591
entered 	214 581 258 591
on 	262 581 276 591
this 	279 581 301 591
form 	303 581 331 591
(	332 581 337 591
if 	337 581 345 591
any	347 581 369 591
) 	367 581 371 591
indicating 	375 581 431 591
that 	434 581 458 591
I 	461 581 463 591
am 	468 581 485 591
exempt 	488 581 532 591
from 	535 581 563 591
FATCA 	566 581 608 591
reporting 	611 581 663 591
is 	667 581 676 591
correct	679 581 721 591
.	720 581 723 591
Certification 	84 595 156 604
instructions	160 595 229 604
. 	230 595 232 604
You 	235 595 258 604
must 	262 595 289 604
cross 	292 595 323 604
out 	325 595 343 604
item 	347 595 370 604
2 	373 595 381 604
above 	383 595 418 604
if 	421 595 428 604
you 	430 595 450 604
have 	453 595 481 604
been 	484 595 511 604
notified 	514 595 555 604
by 	558 595 573 604
the 	575 595 593 604
IRS 	597 595 616 604
that 	619 595 640 604
you 	643 595 663 604
are 	668 595 684 604
currently 	688 595 737 604
subject 	740 595 779 604
to 	783 595 794 604
backup 	797 595 838 604
withholding 	841 595 906 604
because	908 595 957 604
you 	84 605 105 614
have 	107 605 135 614
failed 	138 605 167 614
to 	171 605 182 614
report 	185 605 218 614
all 	221 605 233 614
interest 	236 605 279 614
and 	281 605 302 614
dividends 	305 605 358 614
on 	362 605 375 614
your 	378 605 403 614
tax 	406 605 423 614
return	426 605 458 614
. 	459 605 461 614
For 	465 605 484 614
real 	488 605 506 614
estate 	510 605 544 614
transactions	548 605 615 614
, 	615 605 617 614
item 	621 605 645 614
2 	648 605 656 614
does 	657 605 687 614
not 	690 605 708 614
apply	710 605 743 614
. 	742 605 744 614
For 	748 605 767 614
mortgage 	769 605 823 614
interest 	825 605 867 614
paid	870 605 894 614
,	895 605 898 614
acquisition 	85 615 143 625
or 	148 615 160 625
abandonment 	162 615 239 625
of 	242 615 253 625
secured 	255 615 299 625
property	303 615 350 625
, 	350 615 353 625
cancellation 	356 615 421 625
of 	425 615 436 625
debt	439 615 465 625
, 	465 615 466 625
contributions 	471 615 543 625
to 	546 615 558 625
an 	560 615 574 625
individual 	578 615 628 625
retirement 	634 615 689 625
arrangement 	692 615 762 625
(	764 615 769 625
IRA	767 615 789 625
)	787 615 791 625
, 	792 615 795 625
and 	798 615 819 625
generally	823 615 873 625
, 	873 615 875 625
payments	880 615 933 625
other 	83 624 114 634
than 	116 624 142 634
interest 	145 624 185 634
and 	189 624 209 634
dividends	212 624 266 634
, 	262 624 268 634
you 	272 624 292 634
are 	295 624 313 634
not 	316 624 334 634
required 	338 624 383 634
to 	386 624 397 634
sign 	400 624 422 634
the 	426 624 444 634
certification	447 624 511 634
, 	512 624 514 634
but 	518 624 535 634
you 	539 624 559 634
must 	563 624 590 634
provide 	594 624 635 634
your 	638 624 663 634
correct 	666 624 705 634
TIN	708 624 728 634
. 	728 624 731 634
See 	734 624 756 634
the 	759 624 777 634
instructions 	781 624 844 634
for 	847 624 862 634
Part 	866 624 888 634
II	892 624 897 634
, 	898 624 901 634
later	906 624 929 634
.	928 624 931 634
Sign	84 643 120 653
Signature 	151 648 207 656
of	208 648 220 656
Here 	83 654 125 663
U.S. 	151 658 174 667
person	179 658 219 668
General	85 677 168 690
Instru	175 677 242 689
Section 	86 698 129 705
references 	135 698 193 705
are 	198 698 216 705
to 	219 698 231 705
the 	234 698 252 705
Internal 	255 698 298 705
Revenue 	302 698 353 705
Code 	355 698 388 705
unless 	392 698 428 705
otherwise	433 698 488 705
noted	85 708 120 715
.	118 708 123 714
Future 	86 722 128 731
developments	129 722 217 731
. 	217 722 220 731
For 	224 722 243 731
the 	246 722 265 731
latest 	268 722 299 731
information 	303 722 368 731
about 	371 722 405 731
developments	408 722 490 731
related 	86 731 126 740
to 	129 731 140 740
Form 	145 731 173 740
W	177 731 190 740
